class_idx,selection_count
0,2
1,27
2,11
3,7
4,10
5,24
6,10
7,9
8,6
9,5
10,8
11,12
12,6
13,4
14,37
15,18
16,8
17,2
18,6
19,7
20,8
21,4
22,4
23,6
24,11
25,6
26,8
27,6
28,10
29,4
30,6
31,28
32,14
33,8
34,4
35,4
36,10
37,2
38,4
39,6
40,4
41,16
42,2
43,6
44,0
45,6
46,10
47,16
48,4
49,14
50,6
51,75
52,35
53,11
54,6
55,4
56,4
57,4
58,20
59,18
60,0
61,4
62,0
63,13
64,6
65,10
66,4
67,2
68,4
69,72
70,28
71,12
72,2
73,18
74,6
75,0
76,4
77,8
78,28
79,38
80,0
81,8
82,8
83,8
84,11
85,4
86,8
87,4
88,11
89,12
90,33
91,6
92,10
93,3
94,57
95,4
96,10
97,0
98,0
99,2
100,2
101,4
102,15
103,0
104,24
105,10
106,18
107,72
108,101
109,40
110,16
111,103
112,53
113,31
114,12
115,30
116,24
117,22
118,6
119,26
120,24
121,8
122,21
123,10
124,20
125,16
126,43
127,6
128,8
129,4
130,6
131,8
132,8
133,26
134,7
135,13
136,24
137,2
138,21
139,0
140,0
141,4
142,2
143,0
144,2
145,4
146,2
147,15
148,23
149,26
150,14
151,2
152,2
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,6
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,4
170,0
171,4
172,4
173,8
174,0
175,2
176,6
177,2
178,2
179,4
180,2
181,4
182,0
183,1
184,0
185,0
186,2
187,0
188,0
189,0
190,0
191,0
192,2
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,6
202,0
203,0
204,0
205,0
206,2
207,0
208,0
209,0
210,4
211,2
212,0
213,2
214,0
215,2
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,2
224,4
225,0
226,0
227,2
228,4
229,2
230,0
231,2
232,0
233,6
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,2
247,0
248,0
249,0
250,0
251,2
252,0
253,0
254,2
255,0
256,0
257,0
258,4
259,0
260,0
261,0
262,0
263,4
264,0
265,0
266,0
267,2
268,8
269,6
270,2
271,0
272,2
273,6
274,2
275,0
276,10
277,2
278,4
279,6
280,13
281,2
282,0
283,2
284,2
285,4
286,8
287,0
288,2
289,2
290,6
291,0
292,0
293,8
294,2
295,24
296,0
297,0
298,10
299,2
300,2
301,28
302,2
303,6
304,37
305,40
306,4
307,2
308,0
309,362
310,99
311,2
312,0
313,83
314,12
315,41
316,2
317,31
318,27
319,4
320,16
321,33
322,12
323,78
324,256
325,140
326,20
327,25
328,95
329,31
330,8
331,24
332,6
333,2
334,22
335,10
336,24
337,6
338,2
339,16
340,12
341,14
342,11
343,43
344,16
345,18
346,8
347,6
348,4
349,18
350,84
351,37
352,30
353,35
354,40
355,29
356,4
357,14
358,18
359,2
360,12
361,2
362,34
363,16
364,30
365,0
366,4
367,6
368,0
369,0
370,2
371,0
372,0
373,2
374,2
375,0
376,2
377,2
378,4
379,17
380,12
381,6
382,0
383,2
384,28
385,10
386,2
387,5
388,0
389,6
390,10
391,13
392,4
393,2
394,12
395,10
396,10
397,4
398,54
399,8
400,2
401,33
402,3
403,17
404,4
405,26
406,14
407,2
408,1
409,17
410,10
411,21
412,13
413,10
414,4
415,19
416,30
417,43
418,54
419,141
420,7
421,15
422,27
423,12
424,4
425,12
426,8
427,13
428,10
429,16
430,12
431,4
432,5
433,18
434,27
435,17
436,2
437,40
438,26
439,7
440,24
441,17
442,14
443,34
444,4
445,4
446,39
447,18
448,37
449,16
450,8
451,45
452,34
453,0
454,0
455,67
456,46
457,6
458,13
459,25
460,15
461,18
462,21
463,25
464,92
465,8
466,4
467,23
468,0
469,29
470,52
471,22
472,32
473,43
474,2
475,11
476,30
477,28
478,5
479,9
480,26
481,24
482,0
483,6
484,6
485,12
486,4
487,19
488,71
489,23
490,22
491,12
492,25
493,4
494,30
495,3
496,16
497,0
498,12
499,10
500,27
501,10
502,23
503,10
504,18
505,8
506,104
507,14
508,16
509,30
510,6
511,0
512,31
513,4
514,19
515,0
516,2
517,24
518,10
519,24
520,0
521,6
522,55
523,8
524,17
525,34
526,4
527,0
528,16
529,12
530,22
531,6
532,4
533,19
534,2
535,16
536,2
537,9
538,12
539,108
540,30
541,9
542,28
543,30
544,9
545,12
546,8
547,4
548,2
549,149
550,20
551,51
552,16
553,6
554,20
555,4
556,29
557,35
558,21
559,14
560,3
561,9
562,55
563,26
564,4
565,11
566,12
567,12
568,6
569,4
570,6
571,15
572,17
573,2
574,69
575,4
576,4
577,32
578,4
579,8
580,62
581,0
582,66
583,21
584,194
585,18
586,2
587,2
588,10
589,6
590,32
591,69
592,31
593,25
594,11
595,18
596,5
597,10
598,4
599,102
600,85
601,2
602,19
603,3
604,17
605,10
606,14
607,18
608,10
609,2
610,24
611,88
612,0
613,36
614,6
615,19
616,68
617,6
618,17
619,14
620,8
621,8
622,13
623,30
624,4
625,6
626,90
627,2
628,5
629,42
630,2
631,19
632,17
633,76
634,110
635,38
636,18
637,12
638,12
639,0
640,44
641,26
642,12
643,47
644,79
645,27
646,175
647,2
648,5
649,50
650,23
651,0
652,4
653,14
654,0
655,2
656,0
657,14
658,20
659,9
660,6
661,2
662,51
663,2
664,2
665,0
666,45
667,3
668,3
669,14
670,8
671,20
672,16
673,22
674,29
675,14
676,6
677,76
678,10
679,51
680,25
681,0
682,9
683,8
684,47
685,2
686,26
687,23
688,53
689,2
690,12
691,10
692,97
693,29
694,6
695,31
696,53
697,9
698,6
699,17
700,31
701,72
702,22
703,36
704,8
705,8
706,4
707,9
708,30
709,31
710,68
711,34
712,47
713,20
714,70
715,10
716,51
717,0
718,12
719,14
720,90
721,26
722,54
723,70
724,8
725,4
726,15
727,10
728,40
729,14
730,29
731,9
732,4
733,33
734,0
735,30
736,15
737,35
738,599
739,24
740,4
741,62
742,8
743,20
744,15
745,9
746,48
747,17
748,23
749,37
750,19
751,8
752,6
753,32
754,38
755,32
756,10
757,2
758,10
759,4
760,10
761,41
762,4
763,6
764,17
765,10
766,12
767,147
768,8
769,46
770,7
771,14
772,37
773,47
774,18
775,8
776,4
777,37
778,20
779,0
780,0
781,33
782,2
783,59
784,58
785,4
786,10
787,77
788,2
789,8
790,10
791,7
792,36
793,28
794,46
795,25
796,11
797,12
798,18
799,6
800,57
801,4
802,24
803,18
804,15
805,6
806,6
807,58
808,15
809,12
810,27
811,8
812,12
813,42
814,22
815,51
816,8
817,0
818,48
819,30
820,10
821,8
822,4
823,32
824,47
825,93
826,23
827,21
828,38
829,2
830,30
831,8
832,3
833,6
834,4
835,21
836,2
837,8
838,21
839,16
840,26
841,4
842,20
843,47
844,81
845,31
846,13
847,16
848,12
849,4
850,21
851,6
852,8
853,36
854,23
855,49
856,8
857,12
858,27
859,8
860,19
861,20
862,5
863,31
864,2
865,36
866,4
867,31
868,118
869,0
870,12
871,2
872,32
873,2
874,2
875,8
876,7
877,24
878,29
879,26
880,34
881,17
882,6
883,141
884,33
885,52
886,21
887,14
888,7
889,2
890,12
891,16
892,40
893,39
894,21
895,12
896,12
897,10
898,31
899,10
900,6
901,12
902,77
903,9
904,47
905,25
906,19
907,2
908,13
909,14
910,23
911,75
912,53
913,23
914,2
915,4
916,110
917,71
918,100
919,24
920,6
921,54
922,129
923,30
924,4
925,31
926,4
927,33
928,12
929,30
930,53
931,6
932,20
933,2
934,22
935,2
936,182
937,89
938,70
939,67
940,43
941,62
942,58
943,138
944,69
945,152
946,248
947,34
948,78
949,107
950,82
951,77
952,235
953,90
954,34
955,48
956,108
957,79
958,15
959,2
960,12
961,51
962,24
963,6
964,20
965,8
966,8
967,10
968,4
969,35
970,41
971,52
972,72
973,67
974,95
975,103
976,13
977,47
978,57
979,55
980,117
981,12
982,0
983,4
984,144
985,632
986,254
987,60
988,117
989,309
990,290
991,171
992,0
993,21
994,59
995,103
996,199
997,10
998,123
999,8
