index,type,class_idx,feature_idx
1574,weight,0,1574
1976,weight,0,1976
2851,weight,1,803
3183,weight,1,1135
3974,weight,1,1926
10421,weight,5,181
10504,weight,5,264
10529,weight,5,289
10569,weight,5,329
10627,weight,5,387
10891,weight,5,651
11084,weight,5,844
11144,weight,5,904
11185,weight,5,945
11199,weight,5,959
11476,weight,5,1236
11553,weight,5,1313
12053,weight,5,1813
12126,weight,5,1886
12177,weight,5,1937
12968,weight,6,680
13366,weight,6,1078
13388,weight,6,1100
13511,weight,6,1223
14083,weight,6,1795
14171,weight,6,1883
14275,weight,6,1987
14911,weight,7,575
53483,weight,26,235
55783,weight,27,487
57709,weight,28,365
58404,weight,28,1060
59766,weight,29,374
60787,weight,29,1395
61214,weight,29,1822
66088,weight,32,552
67041,weight,32,1505
67511,weight,32,1975
67765,weight,33,181
67772,weight,33,188
69881,weight,34,249
70034,weight,34,402
70577,weight,34,945
70944,weight,34,1312
70948,weight,34,1316
73227,weight,35,1547
74673,weight,36,945
75397,weight,36,1669
79154,weight,38,1330
80363,weight,39,491
81202,weight,39,1330
84576,weight,41,608
86975,weight,42,959
87234,weight,42,1218
87753,weight,42,1737
92875,weight,45,715
93707,weight,45,1547
93888,weight,45,1728
94099,weight,45,1939
94868,weight,46,660
102273,weight,49,1921
102660,weight,50,260
102865,weight,50,465
104831,weight,51,383
105407,weight,51,959
106777,weight,52,281
107601,weight,52,1105
108269,weight,52,1773
108327,weight,52,1831
108922,weight,53,378
111502,weight,54,910
111765,weight,54,1173
111777,weight,54,1185
113414,weight,55,774
115272,weight,56,584
115361,weight,56,673
116144,weight,56,1456
117135,weight,57,399
119158,weight,58,374
119422,weight,58,638
119461,weight,58,677
119757,weight,58,973
121406,weight,59,574
124209,weight,60,1329
126737,weight,61,1809
127362,weight,62,386
128036,weight,62,1060
128059,weight,62,1083
128150,weight,62,1174
128661,weight,62,1685
129491,weight,63,467
130034,weight,63,1010
130596,weight,63,1572
132806,weight,64,1734
133325,weight,65,205
133571,weight,65,451
134414,weight,65,1294
135659,weight,66,491
136186,weight,66,1018
136251,weight,66,1083
136286,weight,66,1118
136873,weight,66,1705
137299,weight,67,83
138427,weight,67,1211
139351,weight,68,87
139503,weight,68,239
139933,weight,68,669
140209,weight,68,945
140380,weight,68,1116
141841,weight,69,529
142064,weight,69,752
142200,weight,69,888
142230,weight,69,918
142320,weight,69,1008
142402,weight,69,1090
142615,weight,69,1303
142642,weight,69,1330
142660,weight,69,1348
142723,weight,69,1411
142783,weight,69,1471
143144,weight,69,1832
143241,weight,69,1929
143819,weight,70,459
144041,weight,70,681
144202,weight,70,842
144443,weight,70,1083
144663,weight,70,1303
144752,weight,70,1392
145193,weight,70,1833
145309,weight,70,1949
145348,weight,70,1988
149679,weight,73,175
149683,weight,73,179
149878,weight,73,374
150949,weight,73,1445
153641,weight,75,41
154162,weight,75,562
155148,weight,75,1548
155479,weight,75,1879
155515,weight,75,1915
155539,weight,75,1939
158820,weight,77,1124
159166,weight,77,1470
159227,weight,77,1531
159960,weight,78,216
159977,weight,78,233
160059,weight,78,315
160077,weight,78,333
160201,weight,78,457
160243,weight,78,499
160283,weight,78,539
160301,weight,78,557
160308,weight,78,564
160349,weight,78,605
160714,weight,78,970
160827,weight,78,1083
161134,weight,78,1390
161292,weight,78,1548
161473,weight,78,1729
161535,weight,78,1791
161720,weight,78,1976
161744,weight,78,2000
172721,weight,84,689
180862,weight,88,638
185737,weight,90,1417
197099,weight,96,491
199574,weight,97,918
209551,weight,102,655
219224,weight,107,88
219385,weight,107,249
219700,weight,107,564
219875,weight,107,739
220349,weight,107,1213
220606,weight,107,1470
220861,weight,107,1725
220875,weight,107,1739
221251,weight,108,67
221299,weight,108,115
221440,weight,108,256
221466,weight,108,282
221989,weight,108,805
222246,weight,108,1062
223336,weight,109,104
223564,weight,109,332
223627,weight,109,395
223697,weight,109,465
223774,weight,109,542
223776,weight,109,544
224011,weight,109,779
224039,weight,109,807
224060,weight,109,828
224076,weight,109,844
224077,weight,109,845
224177,weight,109,945
224249,weight,109,1017
224351,weight,109,1119
224534,weight,109,1302
