metric,value
samples_processed,5160
k_per_sample,200
unique_params_selected,324852
total_params,2049000
coverage_percent,15.854172767203513
weight_params_selected,324706
bias_params_selected,146
unique_classes_touched,625
unique_features_touched,2048
adjacent_pairs,152186
avg_gap,6.307238878366517
