metric,value
samples_processed,49000
k_per_sample,5
unique_params_selected,107711
total_params,2049000
coverage_percent,5.256759394826744
weight_params_selected,107711
bias_params_selected,0
unique_classes_touched,963
unique_features_touched,2034
adjacent_pairs,13474
avg_gap,19.01233868721567
