index,type,class_idx,feature_idx
18,weight,0,18
242,weight,0,242
344,weight,0,344
401,weight,0,401
417,weight,0,417
464,weight,0,464
467,weight,0,467
489,weight,0,489
491,weight,0,491
499,weight,0,499
525,weight,0,525
572,weight,0,572
584,weight,0,584
607,weight,0,607
701,weight,0,701
702,weight,0,702
774,weight,0,774
1040,weight,0,1040
1060,weight,0,1060
1083,weight,0,1083
1304,weight,0,1304
1368,weight,0,1368
1400,weight,0,1400
1503,weight,0,1503
1539,weight,0,1539
1574,weight,0,1574
1616,weight,0,1616
1700,weight,0,1700
1722,weight,0,1722
1801,weight,0,1801
1882,weight,0,1882
1976,weight,0,1976
2001,weight,0,2001
2016,weight,0,2016
2047,weight,0,2047
2078,weight,1,30
2090,weight,1,42
2135,weight,1,87
2143,weight,1,95
2184,weight,1,136
2202,weight,1,154
2258,weight,1,210
2362,weight,1,314
2414,weight,1,366
2422,weight,1,374
2473,weight,1,425
2495,weight,1,447
2569,weight,1,521
2587,weight,1,539
2592,weight,1,544
2626,weight,1,578
2723,weight,1,675
2756,weight,1,708
2760,weight,1,712
2777,weight,1,729
2778,weight,1,730
2817,weight,1,769
2824,weight,1,776
2827,weight,1,779
2837,weight,1,789
2851,weight,1,803
2870,weight,1,822
2942,weight,1,894
2993,weight,1,945
3055,weight,1,1007
3110,weight,1,1062
3148,weight,1,1100
3159,weight,1,1111
3165,weight,1,1117
3183,weight,1,1135
3226,weight,1,1178
3287,weight,1,1239
3297,weight,1,1249
3323,weight,1,1275
3342,weight,1,1294
3350,weight,1,1302
3372,weight,1,1324
3443,weight,1,1395
3505,weight,1,1457
3550,weight,1,1502
3566,weight,1,1518
3648,weight,1,1600
3650,weight,1,1602
3692,weight,1,1644
3698,weight,1,1650
3745,weight,1,1697
3760,weight,1,1712
3783,weight,1,1735
3786,weight,1,1738
3792,weight,1,1744
3826,weight,1,1778
3878,weight,1,1830
3974,weight,1,1926
3982,weight,1,1934
3985,weight,1,1937
4004,weight,1,1956
4013,weight,1,1965
4022,weight,1,1974
4048,weight,1,2000
4052,weight,1,2004
4053,weight,1,2005
4065,weight,1,2017
4070,weight,1,2022
10246,weight,5,6
10281,weight,5,41
10300,weight,5,60
10304,weight,5,64
10305,weight,5,65
10340,weight,5,100
10349,weight,5,109
10355,weight,5,115
10361,weight,5,121
10378,weight,5,138
10397,weight,5,157
10403,weight,5,163
10407,weight,5,167
10412,weight,5,172
10415,weight,5,175
10421,weight,5,181
10428,weight,5,188
10437,weight,5,197
10445,weight,5,205
10446,weight,5,206
10450,weight,5,210
10457,weight,5,217
10478,weight,5,238
10479,weight,5,239
10480,weight,5,240
10488,weight,5,248
10494,weight,5,254
10501,weight,5,261
10504,weight,5,264
10529,weight,5,289
10531,weight,5,291
10533,weight,5,293
10536,weight,5,296
10552,weight,5,312
10553,weight,5,313
10555,weight,5,315
10556,weight,5,316
10558,weight,5,318
10562,weight,5,322
10569,weight,5,329
10585,weight,5,345
10587,weight,5,347
10588,weight,5,348
10590,weight,5,350
10594,weight,5,354
10600,weight,5,360
10611,weight,5,371
10614,weight,5,374
10617,weight,5,377
10618,weight,5,378
10620,weight,5,380
10627,weight,5,387
10628,weight,5,388
10629,weight,5,389
10659,weight,5,419
10664,weight,5,424
10678,weight,5,438
10683,weight,5,443
10686,weight,5,446
10692,weight,5,452
10704,weight,5,464
10726,weight,5,486
10728,weight,5,488
10731,weight,5,491
10737,weight,5,497
10763,weight,5,523
10775,weight,5,535
10791,weight,5,551
10792,weight,5,552
10795,weight,5,555
10818,weight,5,578
10822,weight,5,582
10848,weight,5,608
10859,weight,5,619
10861,weight,5,621
10870,weight,5,630
10883,weight,5,643
10891,weight,5,651
10893,weight,5,653
10913,weight,5,673
10914,weight,5,674
10915,weight,5,675
10920,weight,5,680
10931,weight,5,691
10934,weight,5,694
10942,weight,5,702
10949,weight,5,709
10950,weight,5,710
10955,weight,5,715
10996,weight,5,756
10999,weight,5,759
11002,weight,5,762
11014,weight,5,774
11015,weight,5,775
11046,weight,5,806
11047,weight,5,807
11061,weight,5,821
11075,weight,5,835
11084,weight,5,844
11088,weight,5,848
11090,weight,5,850
11095,weight,5,855
11116,weight,5,876
11128,weight,5,888
11130,weight,5,890
11139,weight,5,899
11144,weight,5,904
11149,weight,5,909
11152,weight,5,912
11167,weight,5,927
11172,weight,5,932
11180,weight,5,940
11185,weight,5,945
11194,weight,5,954
11199,weight,5,959
11219,weight,5,979
