index,type,class_idx,feature_idx
456,weight,0,456
2305,weight,1,257
2385,weight,1,337
2449,weight,1,401
2459,weight,1,411
2612,weight,1,564
2728,weight,1,680
2891,weight,1,843
2906,weight,1,858
3148,weight,1,1100
3386,weight,1,1338
3428,weight,1,1380
3443,weight,1,1395
3726,weight,1,1678
4852,weight,2,756
4915,weight,2,819
4959,weight,2,863
5160,weight,2,1064
5545,weight,2,1449
6451,weight,3,307
7210,weight,3,1066
7718,weight,3,1574
9188,weight,4,996
9256,weight,4,1064
9697,weight,4,1505
9773,weight,4,1581
9808,weight,4,1616
10374,weight,5,134
10376,weight,5,136
10839,weight,5,599
10846,weight,5,606
10891,weight,5,651
11087,weight,5,847
11180,weight,5,940
11351,weight,5,1111
11516,weight,5,1276
11635,weight,5,1395
12035,weight,5,1795
12315,weight,6,27
12751,weight,6,463
12922,weight,6,634
12931,weight,6,643
13555,weight,6,1267
14246,weight,6,1958
14987,weight,7,651
15361,weight,7,1025
16004,weight,7,1668
16174,weight,7,1838
16216,weight,7,1880
18025,weight,8,1641
18164,weight,8,1780
18354,weight,8,1970
19179,weight,9,747
19496,weight,9,1064
20563,weight,10,83
20574,weight,10,94
21900,weight,10,1420
22450,weight,10,1970
22878,weight,11,350
23277,weight,11,749
23738,weight,11,1210
23741,weight,11,1213
23816,weight,11,1288
24287,weight,11,1759
25372,weight,12,796
25805,weight,12,1229
26273,weight,12,1697
26652,weight,13,28
26967,weight,13,343
28790,weight,14,118
28823,weight,14,151
29008,weight,14,336
29033,weight,14,361
29097,weight,14,425
29142,weight,14,470
29209,weight,14,537
29252,weight,14,580
29373,weight,14,701
29571,weight,14,899
29857,weight,14,1185
29859,weight,14,1187
29880,weight,14,1208
30103,weight,14,1431
30432,weight,14,1760
30451,weight,14,1779
30485,weight,14,1813
30520,weight,14,1848
30690,weight,14,2018
31121,weight,15,401
31176,weight,15,456
31443,weight,15,723
31595,weight,15,875
31848,weight,15,1128
32301,weight,15,1581
32329,weight,15,1609
32533,weight,15,1813
32552,weight,15,1832
32851,weight,16,83
33384,weight,16,616
33611,weight,16,843
34232,weight,16,1464
36043,weight,17,1227
37928,weight,18,1064
38690,weight,18,1826
38759,weight,18,1895
39341,weight,19,429
39836,weight,19,924
39976,weight,19,1064
40984,weight,20,24
41654,weight,20,694
42105,weight,20,1145
42635,weight,20,1675
43685,weight,21,677
44850,weight,21,1842
45299,weight,22,243
46191,weight,22,1135
47567,weight,23,463
48106,weight,23,1002
48664,weight,23,1560
49798,weight,24,646
49976,weight,24,824
50599,weight,24,1447
51004,weight,24,1852
51090,weight,24,1938
51170,weight,24,2018
51801,weight,25,601
52486,weight,25,1286
52951,weight,25,1751
53822,weight,26,574
53972,weight,26,724
54354,weight,26,1106
54695,weight,26,1447
55383,weight,27,87
56135,weight,27,839
57025,weight,27,1729
57530,weight,28,186
57727,weight,28,383
58277,weight,28,933
59166,weight,28,1822
59226,weight,28,1882
60022,weight,29,630
61325,weight,29,1933
62528,weight,30,1088
63139,weight,30,1699
63162,weight,30,1722
63575,weight,31,87
63637,weight,31,149
64166,weight,31,678
64201,weight,31,713
64210,weight,31,722
64212,weight,31,724
64400,weight,31,912
64593,weight,31,1105
64671,weight,31,1183
64790,weight,31,1302
64884,weight,31,1396
64914,weight,31,1426
64932,weight,31,1444
65318,weight,31,1830
65779,weight,32,243
65793,weight,32,257
66030,weight,32,494
66205,weight,32,669
66398,weight,32,862
67258,weight,32,1722
67475,weight,32,1939
67862,weight,33,278
68486,weight,33,902
68708,weight,33,1124
