index,type,class_idx,feature_idx
2432,weight,1,384
2480,weight,1,432
3019,weight,1,971
3386,weight,1,1338
3502,weight,1,1454
3789,weight,1,1741
4068,weight,1,2020
10784,weight,5,544
11632,weight,5,1392
13178,weight,6,890
13301,weight,6,1013
17168,weight,8,784
18083,weight,8,1699
18264,weight,8,1880
18404,weight,8,2020
19179,weight,9,747
20221,weight,9,1789
20851,weight,10,371
20944,weight,10,464
22117,weight,10,1637
22310,weight,10,1830
22809,weight,11,281
23386,weight,11,858
23454,weight,11,926
24206,weight,11,1678
24481,weight,11,1953
24950,weight,12,374
25471,weight,12,895
25657,weight,12,1081
25761,weight,12,1185
26185,weight,12,1609
26474,weight,12,1898
28231,weight,13,1607
28720,weight,14,48
28971,weight,14,299
29033,weight,14,361
29038,weight,14,366
29090,weight,14,418
29142,weight,14,470
29252,weight,14,580
29353,weight,14,681
29368,weight,14,696
29373,weight,14,701
29487,weight,14,815
29547,weight,14,875
29567,weight,14,895
29753,weight,14,1081
29855,weight,14,1183
29857,weight,14,1185
29898,weight,14,1226
29953,weight,14,1281
30190,weight,14,1518
30215,weight,14,1543
30277,weight,14,1605
30278,weight,14,1606
30288,weight,14,1616
30340,weight,14,1668
30418,weight,14,1746
30552,weight,14,1880
30571,weight,14,1899
30649,weight,14,1977
31145,weight,15,425
31395,weight,15,675
31443,weight,15,723
31585,weight,15,865
31905,weight,15,1185
32277,weight,15,1557
32329,weight,15,1609
32552,weight,15,1832
32673,weight,15,1953
33258,weight,16,490
36505,weight,17,1689
37707,weight,18,843
37928,weight,18,1064
37972,weight,18,1108
38049,weight,18,1185
39458,weight,19,546
43241,weight,21,233
43869,weight,21,861
44716,weight,21,1708
45580,weight,22,524
45636,weight,22,580
45694,weight,22,638
45823,weight,22,767
46222,weight,22,1166
46234,weight,22,1178
46339,weight,22,1283
46452,weight,22,1396
46724,weight,22,1668
47255,weight,23,151
47337,weight,23,233
47478,weight,23,374
47816,weight,23,712
47940,weight,23,836
47965,weight,23,861
47979,weight,23,875
48029,weight,23,925
48145,weight,23,1041
48212,weight,23,1108
48330,weight,23,1226
49968,weight,24,816
50394,weight,24,1242
51803,weight,25,603
52305,weight,25,1105
53821,weight,26,573
53822,weight,26,574
54433,weight,26,1185
54453,weight,26,1205
54754,weight,26,1506
54947,weight,26,1699
55397,weight,27,101
55731,weight,27,435
55801,weight,27,505
55870,weight,27,574
55897,weight,27,601
55908,weight,27,612
56135,weight,27,839
56240,weight,27,944
56249,weight,27,953
56430,weight,27,1134
56545,weight,27,1249
56551,weight,27,1255
56653,weight,27,1357
56845,weight,27,1549
56926,weight,27,1630
56964,weight,27,1668
56995,weight,27,1699
63530,weight,31,42
63754,weight,31,266
63777,weight,31,289
63785,weight,31,297
63795,weight,31,307
63974,weight,31,486
64212,weight,31,724
64243,weight,31,755
64510,weight,31,1022
64593,weight,31,1105
64859,weight,31,1371
64871,weight,31,1383
65248,weight,31,1760
65320,weight,31,1832
65346,weight,31,1858
65357,weight,31,1869
65603,weight,32,67
65623,weight,32,87
65864,weight,32,328
65995,weight,32,459
66139,weight,32,603
66283,weight,32,747
66409,weight,32,873
66631,weight,32,1095
66641,weight,32,1105
66654,weight,32,1118
66884,weight,32,1348
66955,weight,32,1419
67085,weight,32,1549
67204,weight,32,1668
67235,weight,32,1699
72721,weight,35,1041
74180,weight,36,452
76160,weight,37,384
76649,weight,37,873
77114,weight,37,1338
77354,weight,37,1578
77866,weight,38,42
84010,weight,41,42
84571,weight,41,603
84734,weight,41,766
84757,weight,41,789
85153,weight,41,1185
85173,weight,41,1205
85800,weight,41,1832
86390,weight,42,374
87201,weight,42,1185
87816,weight,42,1800
90948,weight,44,836
91217,weight,44,1105
92247,weight,45,87
92544,weight,45,384
93178,weight,45,1018
93286,weight,45,1126
93803,weight,45,1643
93960,weight,45,1800
94224,weight,46,16
94250,weight,46,42
94275,weight,46,67
94555,weight,46,347
94765,weight,46,557
95077,weight,46,869
95120,weight,46,912
95398,weight,46,1190
95559,weight,46,1351
95598,weight,46,1390
95627,weight,46,1419
95708,weight,46,1500
95870,weight,46,1662
95945,weight,46,1737
96042,weight,46,1834
96043,weight,46,1835
97199,weight,47,943
97358,weight,47,1102
97963,weight,47,1707
100699,weight,49,347
100736,weight,49,384
102028,weight,49,1676
102784,weight,50,384
103163,weight,50,763
103273,weight,50,873
103446,weight,50,1046
103682,weight,50,1282
103683,weight,50,1283
103699,weight,50,1299
104266,weight,50,1866
104437,weight,50,2037
106583,weight,52,87
106847,weight,52,351
106955,weight,52,459
106970,weight,52,474
107478,weight,52,982
107522,weight,52,1026
107805,weight,52,1309
107915,weight,52,1419
108101,weight,52,1605
108257,weight,52,1761
108377,weight,52,1881
108570,weight,53,26
108613,weight,53,69
108801,weight,53,257
108891,weight,53,347
109108,weight,53,564
109284,weight,53,740
109387,weight,53,843
109729,weight,53,1185
109759,weight,53,1215
110679,weight,54,87
110764,weight,54,172
111156,weight,54,564
111431,weight,54,839
111733,weight,54,1141
111891,weight,54,1299
111940,weight,54,1348
112011,weight,54,1419
112069,weight,54,1477
112234,weight,54,1642
112424,weight,54,1832
112682,weight,55,42
112727,weight,55,87
113150,weight,55,510
113214,weight,55,574
113651,weight,55,1011
116769,weight,57,33
116792,weight,57,56
