index,type,class_idx,feature_idx
2059,weight,1,11
2060,weight,1,12
2089,weight,1,41
2136,weight,1,88
2169,weight,1,121
2175,weight,1,127
2259,weight,1,211
2284,weight,1,236
2292,weight,1,244
2305,weight,1,257
2313,weight,1,265
2354,weight,1,306
2405,weight,1,357
2421,weight,1,373
2432,weight,1,384
2480,weight,1,432
2513,weight,1,465
2522,weight,1,474
2529,weight,1,481
2612,weight,1,564
2712,weight,1,664
2760,weight,1,712
2814,weight,1,766
2860,weight,1,812
2864,weight,1,816
2887,weight,1,839
2891,weight,1,843
2938,weight,1,890
2946,weight,1,898
2959,weight,1,911
2973,weight,1,925
2978,weight,1,930
3022,weight,1,974
3030,weight,1,982
3080,weight,1,1032
3143,weight,1,1095
3153,weight,1,1105
3176,weight,1,1128
3207,weight,1,1159
3244,weight,1,1196
3307,weight,1,1259
3357,weight,1,1309
3386,weight,1,1338
3392,weight,1,1344
3396,weight,1,1348
3446,weight,1,1398
3536,weight,1,1488
3549,weight,1,1501
3602,weight,1,1554
3865,weight,1,1817
3880,weight,1,1832
3914,weight,1,1866
8380,weight,4,188
8741,weight,4,549
8844,weight,4,652
9188,weight,4,996
9327,weight,4,1135
9399,weight,4,1207
9477,weight,4,1285
9695,weight,4,1503
9938,weight,4,1746
10050,weight,4,1858
10303,weight,5,63
10333,weight,5,93
10418,weight,5,178
10421,weight,5,181
10422,weight,5,182
10450,weight,5,210
10453,weight,5,213
10475,weight,5,235
10782,weight,5,542
10825,weight,5,585
11075,weight,5,835
11307,weight,5,1067
11397,weight,5,1157
11435,weight,5,1195
11444,weight,5,1204
11466,weight,5,1226
11507,weight,5,1267
11589,weight,5,1349
11632,weight,5,1392
11926,weight,5,1686
11951,weight,5,1711
11996,weight,5,1756
12256,weight,5,2016
12342,weight,6,54
12455,weight,6,167
12658,weight,6,370
12713,weight,6,425
12931,weight,6,643
13829,weight,6,1541
13866,weight,6,1578
13925,weight,6,1637
13946,weight,6,1658
14075,weight,6,1787
14409,weight,7,73
14974,weight,7,638
15107,weight,7,771
15147,weight,7,811
15197,weight,7,861
15432,weight,7,1096
15600,weight,7,1264
15656,weight,7,1320
15658,weight,7,1322
15987,weight,7,1651
16806,weight,8,422
16809,weight,8,425
17014,weight,8,630
18052,weight,8,1668
18181,weight,8,1797
18475,weight,9,43
18900,weight,9,468
19103,weight,9,671
19144,weight,9,712
19169,weight,9,737
19179,weight,9,747
19191,weight,9,759
19233,weight,9,801
19253,weight,9,821
19357,weight,9,925
20739,weight,10,259
21186,weight,10,706
21227,weight,10,747
21307,weight,10,827
21390,weight,10,910
21502,weight,10,1022
21521,weight,10,1041
21646,weight,10,1166
21706,weight,10,1226
21736,weight,10,1256
21849,weight,10,1369
21853,weight,10,1373
22117,weight,10,1637
22187,weight,10,1707
22379,weight,10,1899
22408,weight,10,1928
22454,weight,10,1974
22536,weight,11,8
22739,weight,11,211
22808,weight,11,280
22847,weight,11,319
22857,weight,11,329
22960,weight,11,432
22993,weight,11,465
23085,weight,11,557
23131,weight,11,603
23137,weight,11,609
23141,weight,11,613
23202,weight,11,674
23251,weight,11,723
23324,weight,11,796
23344,weight,11,816
23367,weight,11,839
23368,weight,11,840
23397,weight,11,869
23538,weight,11,1010
23550,weight,11,1022
23596,weight,11,1068
23625,weight,11,1097
