metric,value
samples_processed,49000
k_per_sample,20000
unique_params_selected,2048997
total_params,2049000
coverage_percent,99.99985358711567
weight_params_selected,2047997
bias_params_selected,1000
unique_classes_touched,1000
unique_features_touched,2048
adjacent_pairs,2047993
avg_gap,1.0000014648466111
