class_idx,selection_count
0,0
1,52
2,0
3,0
4,0
5,19
6,20
7,0
8,36
9,20
10,31
11,56
12,47
13,10
14,214
15,77
16,10
17,10
18,42
19,10
20,0
21,30
22,72
23,91
24,20
25,20
26,54
27,153
28,0
29,0
30,0
31,132
32,110
33,0
34,0
35,10
36,10
37,34
38,10
39,0
40,0
41,55
42,28
43,0
44,20
45,51
46,112
47,30
48,0
49,30
50,78
51,0
52,95
53,74
54,92
55,53
56,0
57,178
58,58
59,226
60,10
61,10
62,10
63,10
64,25
65,0
66,0
67,36
68,10
69,10
70,225
71,19
72,1
73,25
74,80
75,8
76,163
77,112
78,20
79,134
80,38
81,56
82,105
83,20
84,25
85,29
86,38
87,0
88,10
89,54
90,57
91,112
92,39
93,20
94,231
95,20
96,10
97,0
98,0
99,10
100,26
101,70
102,132
103,10
104,20
105,159
106,0
107,30
108,125
109,53
110,26
111,0
112,54
113,81
114,191
115,28
116,112
117,0
118,10
119,38
120,55
121,19
122,0
123,35
124,24
125,68
126,10
127,20
128,10
129,77
130,20
131,52
132,82
133,235
134,19
135,138
136,52
137,0
138,128
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,10
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,10
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,10
203,0
204,0
205,0
206,10
207,0
208,0
209,0
210,0
211,10
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,10
222,0
223,10
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,36
273,20
274,0
275,10
276,10
277,0
278,0
279,0
280,20
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,19
294,0
295,129
296,0
297,10
298,52
299,0
300,22
301,157
302,20
303,4
304,175
305,260
306,10
307,0
308,24
309,661
310,598
311,0
312,19
313,1047
314,19
315,450
316,28
317,55
318,107
319,26
320,109
321,68
322,154
323,105
324,837
325,570
326,137
327,50
328,240
329,110
330,41
331,19
332,17
333,0
334,97
335,85
336,124
337,0
338,0
339,0
340,10
341,0
342,18
343,48
344,0
345,0
346,70
347,20
348,10
349,19
350,0
351,10
352,41
353,0
354,0
355,0
356,10
357,0
358,0
359,0
360,10
361,17
362,0
363,106
364,160
365,37
366,10
367,0
368,0
369,10
370,0
371,0
372,20
373,0
374,54
375,20
376,29
377,10
378,114
379,311
380,0
381,101
382,10
383,0
384,80
385,0
386,10
387,39
388,10
389,10
390,20
391,10
392,0
393,0
394,0
395,0
396,10
397,20
398,4
399,10
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,70
411,0
412,30
413,10
414,0
415,0
416,0
417,17
418,0
419,44
420,0
421,0
422,0
423,0
424,0
425,30
426,0
427,0
428,41
429,19
430,0
431,0
432,0
433,0
434,10
435,0
436,10
437,10
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,216
449,3
450,0
451,0
452,26
453,0
454,0
455,22
456,37
457,0
458,10
459,10
460,0
461,0
462,18
463,0
464,0
465,0
466,0
467,10
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,10
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,53
489,137
490,10
491,41
492,0
493,0
494,10
495,0
496,0
497,0
498,0
499,0
500,126
501,0
502,0
503,0
504,0
505,0
506,68
507,0
508,0
509,10
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,14
523,0
524,0
525,20
526,0
527,0
528,0
529,10
530,0
531,0
532,0
533,11
534,0
535,0
536,0
537,20
538,0
539,23
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,10
550,0
551,0
552,0
553,0
554,0
555,0
556,10
557,20
558,20
559,0
560,0
561,0
562,12
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,68
575,0
576,0
577,0
578,0
579,0
580,128
581,0
582,0
583,1
584,81
585,0
586,0
587,0
588,0
589,0
590,0
591,10
592,0
593,0
594,0
595,10
596,10
597,0
598,0
599,79
600,10
601,0
602,0
603,0
604,0
605,0
606,0
607,10
608,0
609,0
610,0
611,10
612,0
613,0
614,0
615,0
616,64
617,0
618,0
619,0
620,0
621,10
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,18
632,0
633,10
634,10
635,0
636,0
637,17
638,0
639,0
640,0
641,0
642,0
643,20
644,29
645,62
646,88
647,0
648,0
649,139
650,0
651,0
652,10
653,10
654,0
655,0
656,0
657,0
658,27
659,0
660,37
661,0
662,0
663,10
664,0
665,0
666,20
667,10
668,0
669,0
670,0
671,20
672,10
673,0
674,0
675,0
676,0
677,71
678,0
679,45
680,0
681,0
682,67
683,0
684,0
685,0
686,0
687,0
688,0
689,0
690,20
691,0
692,27
693,0
694,0
695,10
696,0
697,0
698,0
699,0
700,49
701,40
702,0
703,100
704,0
705,0
706,10
707,0
708,0
709,0
710,20
711,0
712,10
713,0
714,35
715,0
716,115
717,0
718,0
719,0
720,10
721,0
722,9
723,120
724,0
725,0
726,0
727,10
728,108
729,0
730,71
731,0
732,0
733,85
734,0
735,58
736,0
737,0
738,1097
739,0
740,0
741,10
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,104
750,0
751,0
752,0
753,0
754,0
755,0
756,10
757,0
758,33
759,0
760,0
761,0
762,0
763,0
764,0
765,0
766,10
767,35
768,0
769,83
770,10
771,0
772,20
773,0
774,10
775,0
776,0
777,10
778,0
779,0
780,0
781,0
782,0
783,10
784,0
785,0
786,0
787,0
788,10
789,0
790,0
791,0
792,28
793,20
794,0
795,0
796,10
797,0
798,0
799,0
800,0
801,10
802,30
803,0
804,0
805,35
806,10
807,10
808,0
809,0
810,0
811,0
812,0
813,0
814,0
815,402
816,0
817,0
818,0
819,0
820,0
821,20
822,0
823,0
824,20
825,410
826,0
827,0
828,0
829,0
830,0
831,0
832,0
833,0
834,0
835,1
836,0
837,0
838,0
839,10
840,18
841,0
842,0
843,38
844,0
845,56
846,0
847,0
848,0
849,0
850,0
851,0
852,47
853,17
854,0
855,19
856,0
857,0
858,20
859,0
860,0
861,0
862,0
863,15
864,0
865,0
866,0
867,10
868,19
869,0
870,10
871,0
872,0
873,0
874,0
875,2
876,0
877,0
878,0
879,58
