metric,value
samples_processed,49000
k_per_sample,2000
unique_params_selected,1970126
total_params,2049000
coverage_percent,96.15061005368473
weight_params_selected,1969159
bias_params_selected,967
unique_classes_touched,1000
unique_features_touched,2048
adjacent_pairs,1937851
avg_gap,1.0400379248389413
