metric,value
samples_processed,10000
k_per_sample,100000
unique_params_selected,2002246
total_params,2049000
coverage_percent,97.71820400195217
weight_params_selected,2001259
bias_params_selected,987
unique_classes_touched,1000
unique_features_touched,2048
adjacent_pairs,1978229
avg_gap,1.0233558091960158
