metric,value
samples_processed,10000
k_per_sample,2
unique_params_selected,10155
total_params,2049000
coverage_percent,0.4956076134699854
weight_params_selected,10155
bias_params_selected,0
unique_classes_touched,394
unique_features_touched,1752
adjacent_pairs,800
avg_gap,201.25142800866652
