metric,value
samples_processed,45000
k_per_sample,50
unique_params_selected,1173248
total_params,2049000
coverage_percent,57.25954123962909
weight_params_selected,1173247
bias_params_selected,1
unique_classes_touched,1000
unique_features_touched,2048
adjacent_pairs,683066
avg_gap,1.7455827678082858
