class_idx,selection_count
0,1718
1,938
2,1737
3,1304
4,1475
5,1956
6,1770
7,0
8,349
9,222
10,0
11,0
12,0
13,200
14,200
15,0
16,0
17,0
18,0
19,0
20,0
21,510
22,0
23,372
24,207
25,1841
26,1962
27,606
28,1493
29,1044
30,1055
31,829
32,1674
33,1417
34,1033
35,361
36,772
37,0
38,1045
39,0
40,200
41,774
42,518
43,0
44,787
45,795
46,0
47,19
48,213
49,200
50,225
51,200
52,1958
53,1468
54,699
55,201
56,200
57,800
58,1497
59,791
60,471
61,200
62,1
63,93
64,637
65,1223
66,5
67,526
68,354
69,392
70,1143
71,563
72,606
73,1788
74,1462
75,626
76,1503
77,1586
78,1424
79,1816
80,0
81,0
82,0
83,378
84,505
85,0
86,0
87,0
88,0
89,0
90,0
91,369
92,0
93,1
94,203
95,10
96,0
97,0
98,10
99,0
100,200
101,0
102,707
103,444
104,1291
105,1519
106,1179
107,1329
108,1222
109,1485
110,1625
111,1771
112,1687
113,863
114,1684
115,1601
116,1830
117,296
118,661
119,1887
120,1125
121,574
122,498
123,712
124,1419
125,1728
126,1836
127,201
128,0
129,18
130,0
131,365
132,0
133,200
134,194
135,11
136,0
137,0
138,28
139,0
140,0
141,200
142,200
143,0
144,26
145,214
146,136
147,1852
148,1721
149,1005
150,1790
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,2
159,200
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,199
170,0
171,360
172,0
173,1
174,0
175,0
176,0
177,0
178,0
179,490
180,200
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,200
197,200
198,0
199,476
200,0
201,0
202,0
203,0
204,0
205,200
206,164
207,0
208,0
209,0
210,343
211,0
212,1
213,0
214,0
215,0
216,200
217,0
218,0
219,0
220,0
221,0
222,0
223,200
224,200
225,350
226,200
227,0
228,5
229,0
230,0
231,0
232,0
233,621
234,0
235,0
236,0
237,198
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,200
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,4
266,191
267,0
268,577
269,0
270,24
271,490
272,37
273,649
274,1156
275,20
276,186
277,198
278,707
279,0
280,846
281,0
282,0
283,140
284,0
285,373
286,1111
287,1334
288,0
289,0
290,0
291,200
292,189
293,287
294,31
295,984
296,0
297,346
298,699
299,200
300,341
301,513
302,196
303,1865
304,1368
305,1224
306,609
307,795
308,601
309,1833
310,1588
311,1146
312,1451
313,1670
314,1344
315,1522
316,532
317,1426
318,1571
319,801
320,663
321,273
322,531
323,7
324,1179
325,1168
326,397
327,1521
328,1909
329,1922
330,201
331,357
332,10
333,0
334,1016
335,379
336,973
337,623
338,351
339,1
340,200
341,1220
342,1483
343,774
344,1219
345,0
346,201
347,338
348,362
349,446
350,968
351,1258
352,1702
353,1521
354,15
355,157
356,575
357,887
358,34
359,0
360,1409
361,5
362,201
363,1120
364,1094
365,0
366,0
367,200
368,0
369,0
370,186
371,0
372,543
373,199
374,652
375,304
376,200
377,650
378,776
379,1351
380,897
381,691
382,618
383,269
384,1462
385,0
386,0
387,0
388,7
389,1707
390,2019
391,799
392,118
393,333
394,964
395,1620
396,200
397,1970
398,146
399,0
400,0
401,678
402,205
403,199
404,0
405,203
406,448
407,0
408,0
409,34
410,10
411,200
412,513
413,200
414,0
415,1652
416,0
417,204
418,657
419,365
420,522
421,0
422,684
423,202
424,0
425,889
426,0
427,200
428,200
429,308
430,0
431,3
432,920
433,0
434,200
435,624
436,0
437,817
438,249
439,367
440,200
441,980
442,1001
443,200
444,366
445,0
446,677
447,130
448,389
449,204
450,202
451,823
452,335
453,387
454,0
455,1031
456,1109
457,525
458,0
459,201
460,509
461,198
462,788
463,493
464,373
465,200
466,2
467,0
468,0
469,200
470,1158
471,0
472,0
473,1856
474,0
475,0
476,375
477,896
478,0
479,385
480,0
481,0
482,200
483,200
484,0
485,0
486,200
487,496
488,1113
489,1
490,0
491,200
492,200
493,46
494,157
495,0
496,193
497,746
498,0
499,408
500,11
501,0
502,1270
503,1
504,202
505,2
506,1075
507,1193
508,201
509,74
510,0
511,0
512,1418
513,355
514,638
515,186
516,253
517,0
518,378
519,370
520,0
521,403
522,328
523,601
524,202
525,200
526,200
527,702
528,514
529,200
530,1
531,199
532,426
533,366
534,649
535,200
536,0
537,200
538,179
539,843
540,215
541,376
542,127
543,200
544,339
545,613
546,364
547,18
548,51
549,590
550,746
551,541
552,192
553,479
554,1
555,0
556,164
557,0
558,334
559,1349
560,0
561,0
562,633
563,684
564,0
565,0
566,527
567,473
568,200
569,0
570,0
571,552
572,384
573,2
574,695
575,0
576,0
577,523
578,280
579,200
580,271
581,366
582,0
583,467
584,1384
585,1268
586,0
587,189
588,0
589,413
590,418
591,200
592,688
593,578
594,6
595,476
596,0
597,388
598,0
599,1410
600,917
601,498
602,6
603,0
604,380
605,171
606,1204
607,209
608,0
609,0
610,0
611,568
612,0
613,5
614,0
615,0
616,869
617,0
618,478
619,382
620,200
621,196
622,202
623,1190
624,0
625,0
626,1688
627,0
628,0
629,76
630,1398
631,555
632,400
633,1071
634,385
635,867
636,362
637,208
638,197
639,534
640,137
641,364
642,351
643,259
644,929
645,450
646,808
647,0
648,829
649,1146
650,830
651,8
652,374
653,208
654,0
655,0
656,0
657,195
658,969
659,504
660,196
661,0
662,1154
663,10
664,0
665,0
666,675
667,0
668,0
669,351
670,1
671,1168
672,875
673,764
674,883
675,0
676,15
677,665
678,365
679,218
680,4
681,0
682,468
683,1243
684,557
685,5
686,911
687,209
688,201
689,0
690,200
691,207
692,382
693,365
694,0
695,208
696,1155
697,0
698,756
699,687
700,520
701,614
702,578
703,1012
704,0
705,0
706,0
707,0
708,187
709,384
710,1281
711,784
712,1258
713,801
714,520
715,16
716,499
717,0
718,487
719,0
720,455
721,0
722,0
723,1154
724,200
725,0
726,632
727,202
728,197
729,34
730,498
731,0
732,362
733,1120
734,0
735,307
736,0
737,711
738,1856
739,0
740,0
741,189
742,511
743,200
744,0
745,200
746,0
747,363
748,0
749,1042
750,42
751,0
752,201
753,200
754,371
755,788
756,0
757,0
758,554
759,197
760,1304
761,401
762,0
763,0
764,476
765,1633
766,475
767,899
768,0
769,857
770,9
771,638
772,378
773,172
774,1328
775,0
776,374
777,1076
778,200
779,0
780,0
781,0
782,0
783,718
784,1339
785,200
786,621
787,795
788,802
789,200
790,585
791,22
792,664
793,200
794,677
795,394
796,20
797,653
798,0
799,243
800,0
801,200
802,207
803,0
804,712
805,200
806,292
807,385
808,0
809,1281
810,200
811,503
812,200
813,891
814,2
815,897
816,201
817,0
818,976
819,352
820,0
821,46
822,19
823,1109
824,382
825,1651
826,0
827,648
828,912
829,90
830,1067
831,198
832,1475
833,368
834,200
835,125
836,200
837,0
838,348
839,203
840,484
841,0
842,0
843,885
844,1287
845,992
846,200
847,1
848,200
849,0
850,200
851,0
852,460
853,1244
854,0
855,372
856,0
857,394
858,688
859,353
860,0
861,200
862,464
863,200
864,0
865,200
866,0
867,316
868,396
869,0
870,265
871,200
872,657
873,249
874,225
875,744
876,0
877,306
878,525
879,690
880,0
881,0
882,907
883,524
884,209
885,375
886,200
887,5
888,4
889,0
890,0
891,1454
892,295
893,200
894,1629
895,0
896,0
897,63
898,1004
899,611
900,221
901,263
902,1314
903,0
904,704
905,0
906,0
907,186
908,200
909,4
910,12
911,534
912,1022
913,192
914,360
915,200
916,200
917,200
918,0
919,200
920,157
921,200
922,200
923,1058
924,470
925,1468
926,805
927,1349
928,1236
929,98
930,1559
931,1570
932,1847
933,1470
934,1500
935,205
936,414
937,522
938,48
939,924
940,503
941,975
942,1014
943,818
944,347
945,415
946,1443
947,1133
948,200
949,3
950,206
951,292
952,894
953,868
954,425
955,629
956,679
957,264
958,999
959,1506
960,1248
961,522
962,1561
963,1209
964,1493
965,1980
966,185
967,1342
968,538
969,1881
970,1339
971,943
972,1123
973,1922
974,1083
975,1723
976,782
977,776
978,971
979,1661
980,1665
981,0
982,0
983,923
984,1101
985,1516
986,2011
987,999
988,1691
989,1829
990,1284
991,1477
992,385
993,369
994,1587
995,1460
996,1249
997,1043
998,1254
999,0
