metric,value
samples_processed,49000
k_per_sample,10000
unique_params_selected,2048257
total_params,2049000
coverage_percent,99.96373840897999
weight_params_selected,2047257
bias_params_selected,1000
unique_classes_touched,1000
unique_features_touched,2048
adjacent_pairs,2046552
avg_gap,1.0003629248125296
