index,type,class_idx,feature_idx
2060,weight,1,12
2305,weight,1,257
2422,weight,1,374
2432,weight,1,384
2473,weight,1,425
2480,weight,1,432
2612,weight,1,564
2640,weight,1,592
2814,weight,1,766
2860,weight,1,812
2864,weight,1,816
2884,weight,1,836
2887,weight,1,839
2891,weight,1,843
2921,weight,1,873
2938,weight,1,890
2974,weight,1,926
3019,weight,1,971
3153,weight,1,1105
3179,weight,1,1131
3386,weight,1,1338
3502,weight,1,1454
3747,weight,1,1699
3766,weight,1,1718
3789,weight,1,1741
3843,weight,1,1795
3910,weight,1,1862
3986,weight,1,1938
4068,weight,1,2020
10784,weight,5,544
10818,weight,5,578
11135,weight,5,895
11296,weight,5,1056
11369,weight,5,1129
11397,weight,5,1157
11466,weight,5,1226
11632,weight,5,1392
12081,weight,5,1841
12177,weight,5,1937
13093,weight,6,805
13131,weight,6,843
13178,weight,6,890
13225,weight,6,937
13301,weight,6,1013
13501,weight,6,1213
13600,weight,6,1312
13898,weight,6,1610
14146,weight,6,1858
14218,weight,6,1930
16551,weight,8,167
16564,weight,8,180
16712,weight,8,328
16809,weight,8,425
16964,weight,8,580
17168,weight,8,784
17206,weight,8,822
17334,weight,8,950
17365,weight,8,981
17489,weight,8,1105
17501,weight,8,1117
17717,weight,8,1333
18013,weight,8,1629
18052,weight,8,1668
18083,weight,8,1699
18250,weight,8,1866
18264,weight,8,1880
18404,weight,8,2020
18864,weight,9,432
19028,weight,9,596
19179,weight,9,747
19284,weight,9,852
19329,weight,9,897
19708,weight,9,1276
20079,weight,9,1647
20196,weight,9,1764
20221,weight,9,1789
20384,weight,9,1952
20678,weight,10,198
20821,weight,10,341
20851,weight,10,371
20905,weight,10,425
20944,weight,10,464
21307,weight,10,827
21482,weight,10,1002
21521,weight,10,1041
22061,weight,10,1581
22089,weight,10,1609
22117,weight,10,1637
22136,weight,10,1656
22180,weight,10,1700
22250,weight,10,1770
22310,weight,10,1830
22422,weight,10,1942
22455,weight,10,1975
22553,weight,11,25
22631,weight,11,103
22695,weight,11,167
22738,weight,11,210
22739,weight,11,211
22809,weight,11,281
22842,weight,11,314
22858,weight,11,330
22982,weight,11,454
22993,weight,11,465
23085,weight,11,557
23146,weight,11,618
23149,weight,11,621
