index,type,class_idx,feature_idx
8,weight,0,8
30,weight,0,30
53,weight,0,53
63,weight,0,63
72,weight,0,72
73,weight,0,73
89,weight,0,89
101,weight,0,101
108,weight,0,108
120,weight,0,120
123,weight,0,123
151,weight,0,151
155,weight,0,155
158,weight,0,158
179,weight,0,179
210,weight,0,210
216,weight,0,216
242,weight,0,242
260,weight,0,260
264,weight,0,264
275,weight,0,275
278,weight,0,278
292,weight,0,292
293,weight,0,293
294,weight,0,294
298,weight,0,298
320,weight,0,320
323,weight,0,323
324,weight,0,324
325,weight,0,325
326,weight,0,326
336,weight,0,336
375,weight,0,375
384,weight,0,384
412,weight,0,412
420,weight,0,420
422,weight,0,422
447,weight,0,447
467,weight,0,467
493,weight,0,493
514,weight,0,514
517,weight,0,517
526,weight,0,526
535,weight,0,535
544,weight,0,544
604,weight,0,604
606,weight,0,606
610,weight,0,610
618,weight,0,618
640,weight,0,640
667,weight,0,667
685,weight,0,685
694,weight,0,694
746,weight,0,746
747,weight,0,747
758,weight,0,758
761,weight,0,761
771,weight,0,771
776,weight,0,776
785,weight,0,785
792,weight,0,792
794,weight,0,794
795,weight,0,795
837,weight,0,837
838,weight,0,838
863,weight,0,863
871,weight,0,871
898,weight,0,898
911,weight,0,911
920,weight,0,920
927,weight,0,927
954,weight,0,954
958,weight,0,958
960,weight,0,960
968,weight,0,968
973,weight,0,973
978,weight,0,978
980,weight,0,980
981,weight,0,981
983,weight,0,983
986,weight,0,986
993,weight,0,993
996,weight,0,996
998,weight,0,998
1023,weight,0,1023
1037,weight,0,1037
1057,weight,0,1057
1058,weight,0,1058
1067,weight,0,1067
1081,weight,0,1081
1100,weight,0,1100
1102,weight,0,1102
1129,weight,0,1129
1131,weight,0,1131
1166,weight,0,1166
1170,weight,0,1170
1190,weight,0,1190
1194,weight,0,1194
1220,weight,0,1220
1233,weight,0,1233
1237,weight,0,1237
1253,weight,0,1253
1266,weight,0,1266
1269,weight,0,1269
1289,weight,0,1289
1313,weight,0,1313
1336,weight,0,1336
1364,weight,0,1364
1366,weight,0,1366
1378,weight,0,1378
1383,weight,0,1383
1388,weight,0,1388
1391,weight,0,1391
1400,weight,0,1400
1409,weight,0,1409
1410,weight,0,1410
1439,weight,0,1439
1442,weight,0,1442
1443,weight,0,1443
1453,weight,0,1453
1465,weight,0,1465
1466,weight,0,1466
1473,weight,0,1473
1498,weight,0,1498
1502,weight,0,1502
1510,weight,0,1510
1517,weight,0,1517
1520,weight,0,1520
1535,weight,0,1535
1540,weight,0,1540
1542,weight,0,1542
1545,weight,0,1545
1569,weight,0,1569
1575,weight,0,1575
1576,weight,0,1576
1591,weight,0,1591
1604,weight,0,1604
1623,weight,0,1623
1629,weight,0,1629
1648,weight,0,1648
1651,weight,0,1651
1667,weight,0,1667
1680,weight,0,1680
1717,weight,0,1717
1728,weight,0,1728
1744,weight,0,1744
1763,weight,0,1763
1779,weight,0,1779
1784,weight,0,1784
1785,weight,0,1785
1792,weight,0,1792
1797,weight,0,1797
1806,weight,0,1806
1822,weight,0,1822
1823,weight,0,1823
1824,weight,0,1824
1828,weight,0,1828
1843,weight,0,1843
1847,weight,0,1847
1862,weight,0,1862
1880,weight,0,1880
1882,weight,0,1882
1884,weight,0,1884
1892,weight,0,1892
1911,weight,0,1911
1917,weight,0,1917
1956,weight,0,1956
1966,weight,0,1966
1973,weight,0,1973
1975,weight,0,1975
1979,weight,0,1979
1992,weight,0,1992
2013,weight,0,2013
2023,weight,0,2023
2026,weight,0,2026
2027,weight,0,2027
2028,weight,0,2028
2038,weight,0,2038
2056,weight,1,8
2108,weight,1,60
2175,weight,1,127
2180,weight,1,132
2267,weight,1,219
2295,weight,1,247
2342,weight,1,294
2368,weight,1,320
2421,weight,1,373
2470,weight,1,422
2493,weight,1,445
2565,weight,1,517
2568,weight,1,520
2626,weight,1,578
2647,weight,1,599
2652,weight,1,604
2673,weight,1,625
2701,weight,1,653
2881,weight,1,833
2911,weight,1,863
2932,weight,1,884
2949,weight,1,901
2984,weight,1,936
3026,weight,1,978
3044,weight,1,996
3077,weight,1,1029
3139,weight,1,1091
3192,weight,1,1144
3204,weight,1,1156
3334,weight,1,1286
3343,weight,1,1295
3363,weight,1,1315
3389,weight,1,1341
3436,weight,1,1388
3437,weight,1,1389
3448,weight,1,1400
3501,weight,1,1453
3506,weight,1,1458
3511,weight,1,1463
3536,weight,1,1488
3594,weight,1,1546
3602,weight,1,1554
3630,weight,1,1582
3652,weight,1,1604
3663,weight,1,1615
3698,weight,1,1650
3746,weight,1,1698
3865,weight,1,1817
3923,weight,1,1875
4057,weight,1,2009
4092,weight,1,2044
4104,weight,2,8
