feature_idx,selection_count
0,506
1,523
2,566
3,506
4,616
5,573
6,610
7,657
8,581
9,515
10,441
11,533
12,588
13,570
14,598
15,621
16,529
17,432
18,582
19,556
20,601
21,588
22,597
23,551
24,629
25,581
26,665
27,568
28,537
29,546
30,533
31,581
32,616
33,612
34,555
35,600
36,508
37,553
38,266
39,626
40,583
41,595
42,571
43,576
44,551
45,584
46,575
47,548
48,543
49,550
50,601
51,584
52,365
53,595
54,654
55,636
56,587
57,555
58,550
59,564
60,573
61,622
62,571
63,613
64,580
65,615
66,562
67,516
68,560
69,579
70,593
71,587
72,552
73,644
74,543
75,638
76,550
77,536
78,679
79,552
80,580
81,647
82,597
83,631
84,551
85,613
86,523
87,617
88,598
89,662
90,584
91,580
92,526
93,581
94,510
95,482
96,567
97,625
98,581
99,567
100,513
101,641
102,488
103,387
104,583
105,554
106,554
107,541
108,638
109,622
110,590
111,594
112,502
113,551
114,565
115,570
116,589
117,659
118,592
119,700
120,636
121,621
122,518
123,642
124,566
125,489
126,446
127,620
128,596
129,530
130,500
131,546
132,562
133,537
134,613
135,578
136,646
137,524
138,589
139,534
140,581
141,595
142,541
143,614
144,573
145,684
146,556
147,498
148,595
149,613
150,476
151,591
152,637
153,638
154,604
155,548
156,642
157,637
158,501
159,538
160,592
161,452
162,622
163,498
164,529
165,489
166,578
167,637
168,569
169,489
170,696
171,510
172,554
173,627
174,598
175,552
176,535
177,554
178,574
179,628
180,428
181,540
182,602
183,501
184,554
185,575
186,600
187,553
188,493
189,602
190,601
191,620
192,622
193,653
194,565
195,542
196,565
197,534
198,569
199,456
200,480
201,460
202,707
203,655
204,517
205,497
206,506
207,643
208,532
209,553
210,607
211,533
212,556
213,549
214,537
215,566
216,619
217,324
218,629
219,574
220,322
221,575
222,527
223,610
224,587
225,654
226,600
227,623
228,554
229,509
230,539
231,564
232,573
233,511
234,640
235,630
236,576
237,564
238,541
239,532
240,433
241,519
242,652
243,640
244,532
245,542
246,556
247,669
248,621
249,533
250,518
251,561
252,594
253,557
254,531
255,483
256,679
257,606
258,580
259,531
260,625
261,613
262,541
263,492
264,510
265,621
266,544
267,719
268,618
269,566
270,555
271,478
272,635
273,568
274,589
275,558
276,508
277,546
278,665
279,534
280,626
281,600
282,593
283,539
284,583
285,458
286,576
287,501
288,537
289,622
290,530
291,646
292,612
293,599
294,585
295,607
296,580
297,610
298,523
299,520
300,631
301,556
302,543
303,534
304,516
305,637
306,558
307,623
308,556
309,524
310,620
311,583
312,605
313,521
314,524
315,498
316,540
317,642
318,560
319,563
320,691
321,580
322,572
323,659
324,583
325,508
326,556
327,579
328,521
329,688
330,553
331,484
332,515
333,608
334,552
335,586
336,618
337,567
338,586
339,627
340,631
341,587
342,590
343,644
344,512
345,565
346,801
347,664
348,516
349,617
350,626
351,549
352,562
353,572
354,625
355,534
356,521
357,543
358,533
359,552
360,610
361,412
362,588
363,568
364,483
365,520
366,467
367,498
368,595
369,659
370,520
371,602
372,510
373,581
374,544
375,550
376,515
377,514
378,640
379,629
380,662
381,574
382,619
383,593
384,513
385,532
386,601
387,559
388,473
389,672
390,550
391,564
392,585
393,624
394,572
395,524
396,553
397,545
398,602
399,504
400,361
401,637
402,552
403,504
404,566
405,575
406,585
407,597
408,593
409,512
410,550
411,628
412,585
413,518
414,602
415,524
416,615
417,529
418,579
419,576
420,638
421,636
