index,type,class_idx,feature_idx
2432,weight,1,384
2480,weight,1,432
2640,weight,1,592
2864,weight,1,816
2891,weight,1,843
2938,weight,1,890
3019,weight,1,971
3153,weight,1,1105
3386,weight,1,1338
3502,weight,1,1454
3747,weight,1,1699
3789,weight,1,1741
3986,weight,1,1938
4068,weight,1,2020
10784,weight,5,544
11369,weight,5,1129
11632,weight,5,1392
12177,weight,5,1937
13131,weight,6,843
13178,weight,6,890
13301,weight,6,1013
13898,weight,6,1610
16564,weight,8,180
16809,weight,8,425
17168,weight,8,784
17501,weight,8,1117
17717,weight,8,1333
18083,weight,8,1699
18264,weight,8,1880
18404,weight,8,2020
18864,weight,9,432
19028,weight,9,596
19179,weight,9,747
20221,weight,9,1789
20851,weight,10,371
20905,weight,10,425
20944,weight,10,464
21521,weight,10,1041
22117,weight,10,1637
22180,weight,10,1700
22310,weight,10,1830
22422,weight,10,1942
22553,weight,11,25
22809,weight,11,281
22858,weight,11,330
23085,weight,11,557
23340,weight,11,812
23386,weight,11,858
23454,weight,11,926
23669,weight,11,1141
24206,weight,11,1678
24481,weight,11,1953
24748,weight,12,172
24950,weight,12,374
25405,weight,12,829
25471,weight,12,895
25657,weight,12,1081
25761,weight,12,1185
25802,weight,12,1226
26185,weight,12,1609
26474,weight,12,1898
26532,weight,12,1956
27787,weight,13,1163
28231,weight,13,1607
28720,weight,14,48
28748,weight,14,76
28764,weight,14,92
28823,weight,14,151
28971,weight,14,299
29013,weight,14,341
29033,weight,14,361
29038,weight,14,366
29064,weight,14,392
29086,weight,14,414
29090,weight,14,418
29142,weight,14,470
29163,weight,14,491
29229,weight,14,557
29252,weight,14,580
29353,weight,14,681
29368,weight,14,696
29373,weight,14,701
29487,weight,14,815
29501,weight,14,829
29508,weight,14,836
29537,weight,14,865
29547,weight,14,875
29567,weight,14,895
29571,weight,14,899
29579,weight,14,907
29661,weight,14,989
29753,weight,14,1081
29760,weight,14,1088
29855,weight,14,1183
29857,weight,14,1185
29873,weight,14,1201
29898,weight,14,1226
29953,weight,14,1281
30046,weight,14,1374
30076,weight,14,1404
30190,weight,14,1518
30192,weight,14,1520
30215,weight,14,1543
30277,weight,14,1605
30278,weight,14,1606
30288,weight,14,1616
30340,weight,14,1668
30379,weight,14,1707
30390,weight,14,1718
30395,weight,14,1723
30397,weight,14,1725
30418,weight,14,1746
30530,weight,14,1858
30550,weight,14,1878
30552,weight,14,1880
30571,weight,14,1899
30580,weight,14,1908
30602,weight,14,1930
30649,weight,14,1977
30661,weight,14,1989
31145,weight,15,425
31183,weight,15,463
31395,weight,15,675
31443,weight,15,723
31454,weight,15,734
31563,weight,15,843
31585,weight,15,865
31595,weight,15,875
31615,weight,15,895
31905,weight,15,1185
32003,weight,15,1283
32277,weight,15,1557
32329,weight,15,1609
32398,weight,15,1678
32552,weight,15,1832
32568,weight,15,1848
32673,weight,15,1953
33258,weight,16,490
33633,weight,16,865
36505,weight,17,1689
36769,weight,17,1953
37707,weight,18,843
37739,weight,18,875
37759,weight,18,895
37928,weight,18,1064
37972,weight,18,1108
38049,weight,18,1185
38106,weight,18,1242
38163,weight,18,1299
38542,weight,18,1678
39458,weight,19,546
40097,weight,19,1185
43233,weight,21,225
43241,weight,21,233
43869,weight,21,861
44158,weight,21,1150
44174,weight,21,1166
44716,weight,21,1708
45580,weight,22,524
45636,weight,22,580
45668,weight,22,612
45694,weight,22,638
45757,weight,22,701
45823,weight,22,767
45825,weight,22,769
45845,weight,22,789
46222,weight,22,1166
46234,weight,22,1178
46339,weight,22,1283
46452,weight,22,1396
46517,weight,22,1461
46568,weight,22,1512
46629,weight,22,1573
46724,weight,22,1668
46825,weight,22,1769
47023,weight,22,1967
47255,weight,23,151
47337,weight,23,233
47440,weight,23,336
47478,weight,23,374
47742,weight,23,638
47816,weight,23,712
47940,weight,23,836
47965,weight,23,861
47979,weight,23,875
48029,weight,23,925
48145,weight,23,1041
48212,weight,23,1108
48270,weight,23,1166
48318,weight,23,1214
48330,weight,23,1226
48733,weight,23,1629
48770,weight,23,1666
49296,weight,24,144
49482,weight,24,330
49968,weight,24,816
50394,weight,24,1242
51584,weight,25,384
51801,weight,25,601
51803,weight,25,603
52305,weight,25,1105
53308,weight,26,60
53632,weight,26,384
53821,weight,26,573
53822,weight,26,574
53918,weight,26,670
54064,weight,26,816
54433,weight,26,1185
54453,weight,26,1205
54556,weight,26,1308
54754,weight,26,1506
54947,weight,26,1699
55286,weight,26,2038
55363,weight,27,67
55397,weight,27,101
55482,weight,27,186
55731,weight,27,435
55736,weight,27,440
55761,weight,27,465
55801,weight,27,505
55870,weight,27,574
55897,weight,27,601
55908,weight,27,612
55951,weight,27,655
56062,weight,27,766
56074,weight,27,778
56112,weight,27,816
56135,weight,27,839
56240,weight,27,944
56249,weight,27,953
56370,weight,27,1074
56393,weight,27,1097
56430,weight,27,1134
56545,weight,27,1249
56551,weight,27,1255
56619,weight,27,1323
56653,weight,27,1357
56823,weight,27,1527
56845,weight,27,1549
56926,weight,27,1630
56964,weight,27,1668
56972,weight,27,1676
56995,weight,27,1699
57177,weight,27,1881
57226,weight,27,1930
63530,weight,31,42
63555,weight,31,67
63581,weight,31,93
63701,weight,31,213
63754,weight,31,266
63777,weight,31,289
63785,weight,31,297
