metric,value
samples_processed,5160
k_per_sample,20000
unique_params_selected,1973836
total_params,2049000
coverage_percent,96.33167398731088
weight_params_selected,1972847
bias_params_selected,989
unique_classes_touched,1000
unique_features_touched,2048
adjacent_pairs,1925768
avg_gap,1.038093698139642
