metric,value
samples_processed,49000
k_per_sample,50
unique_params_selected,686494
total_params,2049000
coverage_percent,33.50385553928746
weight_params_selected,686493
bias_params_selected,1
unique_classes_touched,968
unique_features_touched,2048
adjacent_pairs,384361
avg_gap,2.983236512588639
