index,type,class_idx,feature_idx
2065,weight,1,17
2136,weight,1,88
2143,weight,1,95
2215,weight,1,167
2236,weight,1,188
2292,weight,1,244
2300,weight,1,252
2385,weight,1,337
2432,weight,1,384
2437,weight,1,389
2445,weight,1,397
2473,weight,1,425
2480,weight,1,432
2496,weight,1,448
2504,weight,1,456
2584,weight,1,536
2862,weight,1,814
2882,weight,1,834
2938,weight,1,890
2946,weight,1,898
2959,weight,1,911
2994,weight,1,946
3000,weight,1,952
3019,weight,1,971
3022,weight,1,974
3034,weight,1,986
3044,weight,1,996
3055,weight,1,1007
3146,weight,1,1098
3179,weight,1,1131
3192,weight,1,1144
3255,weight,1,1207
3350,weight,1,1302
3357,weight,1,1309
3386,weight,1,1338
3392,weight,1,1344
3396,weight,1,1348
3443,weight,1,1395
3514,weight,1,1466
3574,weight,1,1526
3602,weight,1,1554
3606,weight,1,1558
3691,weight,1,1643
3698,weight,1,1650
3743,weight,1,1695
3789,weight,1,1741
3804,weight,1,1756
3818,weight,1,1770
3868,weight,1,1820
3880,weight,1,1832
3883,weight,1,1835
3886,weight,1,1838
3998,weight,1,1950
4002,weight,1,1954
4004,weight,1,1956
4008,weight,1,1960
4051,weight,1,2003
4053,weight,1,2005
4185,weight,2,89
4237,weight,2,141
4249,weight,2,153
4266,weight,2,170
4296,weight,2,200
4403,weight,2,307
4412,weight,2,316
4515,weight,2,419
4566,weight,2,470
4644,weight,2,548
4844,weight,2,748
4851,weight,2,755
4883,weight,2,787
4898,weight,2,802
4932,weight,2,836
5048,weight,2,952
5155,weight,2,1059
5173,weight,2,1077
5174,weight,2,1078
5340,weight,2,1244
5428,weight,2,1332
5482,weight,2,1386
5570,weight,2,1474
5741,weight,2,1645
5782,weight,2,1686
5797,weight,2,1701
5801,weight,2,1705
5807,weight,2,1711
5871,weight,2,1775
5888,weight,2,1792
5925,weight,2,1829
5984,weight,2,1888
6006,weight,2,1910
6130,weight,2,2034
6233,weight,3,89
6261,weight,3,117
6344,weight,3,200
7116,weight,3,972
7140,weight,3,996
7222,weight,3,1078
7329,weight,3,1185
7479,weight,3,1335
7510,weight,3,1366
7536,weight,3,1392
7692,weight,3,1548
7698,weight,3,1554
7718,weight,3,1574
7795,weight,3,1651
7830,weight,3,1686
7837,weight,3,1693
8023,weight,3,1879
8084,weight,3,1940
8200,weight,4,8
8256,weight,4,64
8281,weight,4,89
8367,weight,4,175
8380,weight,4,188
8474,weight,4,282
8499,weight,4,307
8587,weight,4,395
8593,weight,4,401
8740,weight,4,548
8835,weight,4,643
8995,weight,4,803
9116,weight,4,924
9164,weight,4,972
9174,weight,4,982
9258,weight,4,1066
9270,weight,4,1078
9333,weight,4,1141
9445,weight,4,1253
9486,weight,4,1294
9496,weight,4,1304
9539,weight,4,1347
9558,weight,4,1366
9699,weight,4,1507
9847,weight,4,1655
9878,weight,4,1686
9898,weight,4,1706
9917,weight,4,1725
9998,weight,4,1806
10210,weight,4,2018
10261,weight,5,21
10313,weight,5,73
10335,weight,5,95
10381,weight,5,141
10412,weight,5,172
10428,weight,5,188
10437,weight,5,197
10496,weight,5,256
10557,weight,5,317
10623,weight,5,383
10627,weight,5,387
10737,weight,5,497
10775,weight,5,535
10817,weight,5,577
10822,weight,5,582
10824,weight,5,584
10847,weight,5,607
10874,weight,5,634
10914,weight,5,674
10993,weight,5,753
11070,weight,5,830
11231,weight,5,991
11271,weight,5,1031
11301,weight,5,1061
11334,weight,5,1094
11379,weight,5,1139
11493,weight,5,1253
11507,weight,5,1267
11583,weight,5,1343
11619,weight,5,1379
11628,weight,5,1388
11632,weight,5,1392
11635,weight,5,1395
11651,weight,5,1411
11706,weight,5,1466
11712,weight,5,1472
11786,weight,5,1546
11955,weight,5,1715
11974,weight,5,1734
11984,weight,5,1744
12037,weight,5,1797
12097,weight,5,1857
12100,weight,5,1860
12177,weight,5,1937
12185,weight,5,1945
