class_idx,selection_count
0,1995
1,1612
2,2004
3,1895
4,1949
5,2046
6,2031
7,0
8,772
9,568
10,0
11,0
12,1
13,500
14,499
15,0
16,1
17,1
18,0
19,0
20,0
21,1096
22,0
23,847
24,538
25,2027
26,2045
27,1291
28,1955
29,1713
30,1724
31,1500
32,2009
33,1926
34,1671
35,811
36,1446
37,1
38,1722
39,9
40,500
41,1463
42,1142
43,0
44,1477
45,1435
46,2
47,97
48,558
49,508
50,563
51,500
52,2043
53,1915
54,1341
55,527
56,507
57,1460
58,1971
59,1432
60,1033
61,502
62,11
63,334
64,1270
65,1858
66,48
67,1131
68,774
69,937
70,1801
71,1180
72,1216
73,2031
74,1922
75,1329
76,1975
77,1995
78,1933
79,2036
80,0
81,2
82,0
83,862
84,1062
85,4
86,0
87,7
88,0
89,30
90,7
91,850
92,0
93,15
94,517
95,43
96,0
97,0
98,101
99,0
100,504
101,0
102,1387
103,949
104,1863
105,1945
106,1760
107,1924
108,1825
109,1970
110,1998
111,2034
112,2012
113,1568
114,2028
115,1993
116,2036
117,786
118,1308
119,2040
120,1790
121,1157
122,1051
123,1363
124,1956
125,2030
126,2031
127,509
128,2
129,74
130,0
131,777
132,0
133,499
134,420
135,108
136,2
137,0
138,107
139,0
140,0
141,500
142,500
143,0
144,83
145,557
146,342
147,2032
148,1980
149,1699
150,2017
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,31
159,499
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,498
170,0
171,846
172,4
173,2
174,0
175,0
176,0
177,0
178,0
179,1040
180,493
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,2
193,0
194,0
195,1
196,500
197,500
198,0
199,1026
200,0
201,0
202,0
203,0
204,0
205,499
206,375
207,0
208,0
209,0
210,809
211,0
212,25
213,0
214,0
215,0
216,500
217,0
218,0
219,0
220,0
221,0
222,0
223,499
224,499
225,773
226,494
227,0
228,38
229,0
230,0
231,0
232,0
233,1256
234,0
235,0
236,0
237,469
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,495
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,53
266,423
267,0
268,1128
269,0
270,100
271,990
272,133
273,1217
274,1761
275,88
276,449
277,486
278,1352
279,1
280,1498
281,0
282,0
283,339
284,4
285,866
286,1760
287,1821
288,0
289,0
290,0
291,503
292,460
293,670
294,108
295,1645
296,1
297,794
298,1328
299,499
300,853
301,1071
302,463
303,2032
304,1894
305,1773
306,1232
307,1491
308,1226
309,2034
310,1997
311,1754
312,1898
313,2008
314,1878
315,1966
316,1165
317,1938
318,1971
319,1473
320,1310
321,665
322,1156
323,54
324,1801
325,1755
326,919
327,1950
328,2038
329,2045
330,512
331,795
332,55
333,3
334,1725
335,886
336,1613
337,1253
338,835
339,11
340,499
341,1754
342,1920
343,1439
344,1808
345,0
346,506
347,793
348,818
349,894
350,1624
351,1830
352,1994
353,1944
354,118
355,363
356,1100
357,1573
358,126
359,0
360,1916
361,41
362,506
363,1803
364,1736
365,6
366,0
367,500
368,0
369,0
370,430
371,0
372,1175
373,494
374,1266
375,707
376,505
377,1264
378,1440
379,1848
380,1545
381,1290
382,1254
383,578
384,1918
385,0
386,0
387,1
388,43
389,1996
390,2048
391,1510
392,321
393,776
394,1614
395,1978
396,504
397,2046
398,338
399,1
400,0
401,1356
402,543
403,448
404,0
405,508
406,908
407,0
408,0
409,122
410,54
411,499
412,1000
413,500
414,0
415,1938
416,0
417,520
418,1339
419,833
420,1136
421,2
422,1308
423,531
424,0
425,1561
426,0
427,500
428,499
429,713
430,0
431,16
432,1573
433,0
434,500
435,1205
436,0
437,1526
438,626
439,804
440,495
441,1666
442,1621
443,501
444,835
445,0
446,1363
447,286
448,898
449,526
450,505
451,1525
452,751
453,888
454,0
455,1711
456,1729
457,1110
458,0
459,511
460,1103
461,467
462,1423
463,1044
464,865
465,500
466,32
467,0
468,0
469,501
470,1778
471,0
472,0
473,2039
474,0
475,9
476,852
477,1532
478,0
479,862
480,5
481,0
482,492
483,505
484,8
485,1
486,499
487,1075
488,1791
489,6
490,1
491,501
492,499
493,189
494,354
495,15
496,447
497,1415
498,0
499,929
500,98
501,2
502,1817
503,18
504,528
505,31
506,1748
507,1811
508,499
509,205
510,0
511,0
512,1922
513,833
514,1250
515,419
516,609
517,4
518,875
519,816
520,5
521,921
522,777
523,1212
524,518
525,499
526,500
527,1327
528,1084
