index,type,class_idx,feature_idx
18,weight,0,18
242,weight,0,242
252,weight,0,252
320,weight,0,320
489,weight,0,489
577,weight,0,577
702,weight,0,702
927,weight,0,927
1060,weight,0,1060
1456,weight,0,1456
1744,weight,0,1744
1976,weight,0,1976
2001,weight,0,2001
2078,weight,1,30
2198,weight,1,150
2229,weight,1,181
2254,weight,1,206
2301,weight,1,253
2313,weight,1,265
2362,weight,1,314
2364,weight,1,316
2390,weight,1,342
2423,weight,1,375
2434,weight,1,386
2459,weight,1,411
2513,weight,1,465
2626,weight,1,578
2756,weight,1,708
2803,weight,1,755
2837,weight,1,789
2884,weight,1,836
2955,weight,1,907
2987,weight,1,939
3085,weight,1,1037
3148,weight,1,1100
3153,weight,1,1105
3283,weight,1,1235
3463,weight,1,1415
3511,weight,1,1463
3599,weight,1,1551
3639,weight,1,1591
3795,weight,1,1747
3826,weight,1,1778
3919,weight,1,1871
4072,weight,1,2024
6319,weight,3,175
6393,weight,3,249
6648,weight,3,504
7116,weight,3,972
7140,weight,3,996
7397,weight,3,1253
7473,weight,3,1329
7637,weight,3,1493
7657,weight,3,1513
7913,weight,3,1769
10281,weight,5,41
10303,weight,5,63
10378,weight,5,138
10422,weight,5,182
10428,weight,5,188
10456,weight,5,216
10465,weight,5,225
10475,weight,5,235
10479,weight,5,239
10504,weight,5,264
10524,weight,5,284
10534,weight,5,294
10536,weight,5,296
10553,weight,5,313
10557,weight,5,317
10610,weight,5,370
10616,weight,5,376
10626,weight,5,386
10634,weight,5,394
10683,weight,5,443
10692,weight,5,452
10704,weight,5,464
10752,weight,5,512
10820,weight,5,580
10920,weight,5,680
10939,weight,5,699
10943,weight,5,703
11003,weight,5,763
11039,weight,5,799
11084,weight,5,844
11089,weight,5,849
11090,weight,5,850
11130,weight,5,890
11172,weight,5,932
11176,weight,5,936
11219,weight,5,979
11236,weight,5,996
11270,weight,5,1030
11302,weight,5,1062
11318,weight,5,1078
11325,weight,5,1085
11340,weight,5,1100
11424,weight,5,1184
11425,weight,5,1185
11428,weight,5,1188
11463,weight,5,1223
11492,weight,5,1252
11509,weight,5,1269
11516,weight,5,1276
11583,weight,5,1343
11619,weight,5,1379
11638,weight,5,1398
11660,weight,5,1420
11687,weight,5,1447
11710,weight,5,1470
11733,weight,5,1493
11747,weight,5,1507
11753,weight,5,1513
11757,weight,5,1517
11806,weight,5,1566
11831,weight,5,1591
11856,weight,5,1616
12009,weight,5,1769
12053,weight,5,1813
12123,weight,5,1883
12126,weight,5,1886
12130,weight,5,1890
12145,weight,5,1905
12177,weight,5,1937
12178,weight,5,1938
12278,weight,5,2038
12309,weight,6,21
12321,weight,6,33
12426,weight,6,138
12463,weight,6,175
12469,weight,6,181
12523,weight,6,235
12536,weight,6,248
12541,weight,6,253
12604,weight,6,316
12614,weight,6,326
12773,weight,6,485
12828,weight,6,540
12873,weight,6,585
12920,weight,6,632
12940,weight,6,652
12979,weight,6,691
13152,weight,6,864
13221,weight,6,933
13325,weight,6,1037
13329,weight,6,1041
13354,weight,6,1066
13384,weight,6,1096
13511,weight,6,1223
13562,weight,6,1274
13611,weight,6,1323
13781,weight,6,1493
13793,weight,6,1505
13877,weight,6,1589
13895,weight,6,1607
13957,weight,6,1669
13999,weight,6,1711
14015,weight,6,1727
14032,weight,6,1744
14034,weight,6,1746
14146,weight,6,1858
14159,weight,6,1871
14200,weight,6,1912
14207,weight,6,1919
14232,weight,6,1944
14252,weight,6,1964
14258,weight,6,1970
16599,weight,8,215
17415,weight,8,1031
17520,weight,8,1136
17872,weight,8,1488
18048,weight,8,1664
24764,weight,12,188
24995,weight,12,419
25889,weight,12,1313
25907,weight,12,1331
26563,weight,12,1987
41216,weight,20,256
41220,weight,20,260
41430,weight,20,470
41522,weight,20,562
41661,weight,20,701
42508,weight,20,1548
42653,weight,20,1693
42947,weight,20,1987
42960,weight,20,2000
42992,weight,20,2032
43183,weight,21,175
43257,weight,21,249
43685,weight,21,677
44607,weight,21,1599
44993,weight,21,1985
49340,weight,24,188
49528,weight,24,376
49868,weight,24,716
50097,weight,24,945
50945,weight,24,1793
53266,weight,26,18
53595,weight,26,347
53822,weight,26,574
53882,weight,26,634
54102,weight,26,854
54244,weight,26,996
54704,weight,26,1456
55021,weight,26,1773
55065,weight,26,1817
55186,weight,26,1938
55364,weight,27,68
56278,weight,27,982
56436,weight,27,1140
56736,weight,27,1440
56749,weight,27,1453
59825,weight,29,433
59981,weight,29,589
